"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 21:18:07 GMT 2024","Wed Oct 16 21:18:07 GMT 2024","255","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Wed Oct 16 21:18:38 GMT 2024","Wed Oct 16 21:18:39 GMT 2024","603","webkit","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Oct 16 21:18:22 GMT 2024","Wed Oct 16 21:18:23 GMT 2024","514","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Oct 16 21:18:14 GMT 2024","Wed Oct 16 21:18:14 GMT 2024","394","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Oct 16 21:18:29 GMT 2024","Wed Oct 16 21:18:29 GMT 2024","562","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Oct 16 21:18:42 GMT 2024","Wed Oct 16 21:18:42 GMT 2024","503","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Oct 16 21:18:44 GMT 2024","Wed Oct 16 21:18:45 GMT 2024","548","webkit","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Wed Oct 16 21:18:13 GMT 2024","Wed Oct 16 21:18:13 GMT 2024","391","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Oct 16 21:18:36 GMT 2024","Wed Oct 16 21:18:36 GMT 2024","506","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Oct 16 21:18:41 GMT 2024","Wed Oct 16 21:18:41 GMT 2024","544","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
